address;source_location;insn;indent
0x4a06;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:320;CMP	%R14D,-0x24(%RBP);
0x4a5b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	(%RAX),%RCX;
0x4a5e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x8(%RAX),%RBX;
0x4a62;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RCX,-0x80(%RBP);
0x4a66;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,-0x78(%RBP);
0x4a6a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x10(%RAX),%RCX;
0x4a6e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x18(%RAX),%RBX;
0x4a72;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RCX,-0x70(%RBP);
0x4a76;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,-0x68(%RBP);
0x4a7a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x20(%RAX),%RCX;
0x4a7e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x28(%RAX),%RBX;
0x4a82;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RCX,-0x60(%RBP);
0x4a86;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,-0x58(%RBP);
0x4a8a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x30(%RAX),%RCX;
0x4a8e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x38(%RAX),%RBX;
0x4a92;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RCX,-0x50(%RBP);
0x4a96;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,-0x48(%RBP);
0x4a9a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x40(%RAX),%RAX;
0x4a9e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RAX,-0x40(%RBP);
0x4aa2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0xe8(%RBP),%RAX;
0x4aa9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0xe0(%RBP),%RDX;
0x4ab0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	(%RDX),%RCX;
0x4ab3;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x8(%RDX),%RBX;
0x4ab7;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RCX,(%RAX);
0x4aba;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,0x8(%RAX);
0x4abe;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x10(%RDX),%RCX;
0x4ac2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x18(%RDX),%RBX;
0x4ac6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RCX,0x10(%RAX);
0x4aca;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,0x18(%RAX);
0x4ace;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x20(%RDX),%RCX;
0x4ad2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x28(%RDX),%RBX;
0x4ad6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RCX,0x20(%RAX);
0x4ada;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,0x28(%RAX);
0x4ade;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x30(%RDX),%RCX;
0x4ae2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x38(%RDX),%RBX;
0x4ae6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RCX,0x30(%RAX);
0x4aea;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,0x38(%RAX);
0x4aee;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x40(%RDX),%RDX;
0x4af2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RDX,0x40(%RAX);
0x4af6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;TEST	%R13D,%R13D;
0x4af9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;JNE	4be4 <crossover_+0x823>;
0x4aff;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0xe0(%RBP),%RAX;
0x4b06;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	(%RAX),%RAX;
0x4b09;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;TEST	%RAX,%RAX;
0x4b0c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;JE	4bd6 <crossover_+0x815>;
0x4b12;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0xe0(%RBP),%RAX;
0x4b19;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x38(%RAX),%RDX;
0x4b1d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0xe0(%RBP),%RAX;
0x4b24;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	0x30(%RAX),%RCX;
0x4b28;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RDX,%RAX;
0x4b2b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;SUB	%RCX,%RAX;
0x4b2e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;LEA	0x1(%RAX),%RBX;
0x4b32;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,%RAX;
0x4b35;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;SAL	$0x4,%RAX;
0x4b39;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;ADD	%RBX,%RAX;
0x4b3c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;SAL	$0x2,%RAX;
0x4b40;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	$0x1,%EDX;
0x4b45;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;TEST	%RAX,%RAX;
0x4b48;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;CMOVE	%RDX,%RAX;
0x4b4c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RAX,%RDI;
0x4b4f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;CALL	20e0 <@plt_start@+0xc0>;
0x4b54;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;TEST	%RAX,%RAX;
0x4b57;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;JNE	4b94 <crossover_+0x7d3>;
0x4b59;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,%RAX;
0x4b5c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;SAL	$0x4,%RAX;
0x4b60;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;ADD	%RBX,%RAX;
0x4b63;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;SAL	$0x2,%RAX;
0x4b67;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	$0x1,%EDX;
0x4b6c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;TEST	%RAX,%RAX;
0x4b6f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;CMOVE	%RDX,%RAX;
0x4b73;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RAX,%RDX;
0x4b76;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;LEA	0xc5cd(%RIP),%RAX;
0x4b7d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RAX,%RSI;
0x4b80;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;LEA	0xccc1(%RIP),%RAX;
0x4b87;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RAX,%RDI;
0x4b8a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	$0,%EAX;
0x4b8f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;CALL	21d0 <@plt_start@+0x1b0>;
0x4b94;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0xe8(%RBP),%RDX;
0x4b9b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RAX,(%RDX);
0x4b9e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RBX,%RAX;
0x4ba1;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;SAL	$0x4,%RAX;
0x4ba5;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;ADD	%RBX,%RAX;
0x4ba8;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;SAL	$0x2,%RAX;
0x4bac;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RAX,%RSI;
0x4baf;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0xe0(%RBP),%RAX;
0x4bb6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	(%RAX),%RDX;
0x4bb9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0xe8(%RBP),%RAX;
0x4bc0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	(%RAX),%RAX;
0x4bc3;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RDX,%RCX;
0x4bc6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RSI,%RDX;
0x4bc9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RCX,%RSI;
0x4bcc;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RAX,%RDI;
0x4bcf;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;CALL	2340 <@plt_start@+0x320>;
0x4bd4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;JMP	4be4 <crossover_+0x823>;
0x4bd6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0xe8(%RBP),%RAX;
0x4bdd;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOVQ	$0,(%RAX);
0x4be4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;TEST	%R13D,%R13D;
0x4be7;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;JNE	4c06 <crossover_+0x845>;
0x4be9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0x80(%RBP),%RAX;
0x4bed;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;TEST	%RAX,%RAX;
0x4bf0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;JE	4c06 <crossover_+0x845>;
0x4bf2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	-0x80(%RBP),%RAX;
0x4bf6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOV	%RAX,%RDI;
0x4bf9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;CALL	2170 <@plt_start@+0x150>;
0x4bfe;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:321;MOVQ	$0,-0x80(%RBP);
0x4c06;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xf0(%RBP),%RAX;
0x4c0d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;CMP	-0xd8(%RBP),%RAX;
0x4c14;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;SETE	%AL;
0x4c17;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOVZX	%AL,%R13D;
0x4c1b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xf0(%RBP),%RAX;
0x4c22;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	(%RAX),%RCX;
0x4c25;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x8(%RAX),%RBX;
0x4c29;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RCX,-0x80(%RBP);
0x4c2d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,-0x78(%RBP);
0x4c31;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x10(%RAX),%RCX;
0x4c35;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x18(%RAX),%RBX;
0x4c39;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RCX,-0x70(%RBP);
0x4c3d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,-0x68(%RBP);
0x4c41;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x20(%RAX),%RCX;
0x4c45;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x28(%RAX),%RBX;
0x4c49;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RCX,-0x60(%RBP);
0x4c4d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,-0x58(%RBP);
0x4c51;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x30(%RAX),%RCX;
0x4c55;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x38(%RAX),%RBX;
0x4c59;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RCX,-0x50(%RBP);
0x4c5d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,-0x48(%RBP);
0x4c61;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x40(%RAX),%RAX;
0x4c65;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RAX,-0x40(%RBP);
0x4c69;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xf0(%RBP),%RAX;
0x4c70;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xd8(%RBP),%RDX;
0x4c77;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	(%RDX),%RCX;
0x4c7a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x8(%RDX),%RBX;
0x4c7e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RCX,(%RAX);
0x4c81;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,0x8(%RAX);
0x4c85;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x10(%RDX),%RCX;
0x4c89;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x18(%RDX),%RBX;
0x4c8d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RCX,0x10(%RAX);
0x4c91;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,0x18(%RAX);
0x4c95;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x20(%RDX),%RCX;
0x4c99;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x28(%RDX),%RBX;
0x4c9d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RCX,0x20(%RAX);
0x4ca1;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,0x28(%RAX);
0x4ca5;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x30(%RDX),%RCX;
0x4ca9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x38(%RDX),%RBX;
0x4cad;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RCX,0x30(%RAX);
0x4cb1;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,0x38(%RAX);
0x4cb5;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x40(%RDX),%RDX;
0x4cb9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RDX,0x40(%RAX);
0x4cbd;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;TEST	%R13D,%R13D;
0x4cc0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;JNE	4dab <crossover_+0x9ea>;
0x4cc6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xd8(%RBP),%RAX;
0x4ccd;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	(%RAX),%RAX;
0x4cd0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;TEST	%RAX,%RAX;
0x4cd3;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;JE	4d9d <crossover_+0x9dc>;
0x4cd9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xd8(%RBP),%RAX;
0x4ce0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x38(%RAX),%RDX;
0x4ce4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xd8(%RBP),%RAX;
0x4ceb;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	0x30(%RAX),%RCX;
0x4cef;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RDX,%RAX;
0x4cf2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;SUB	%RCX,%RAX;
0x4cf5;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;LEA	0x1(%RAX),%RBX;
0x4cf9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,%RAX;
0x4cfc;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;SAL	$0x4,%RAX;
0x4d00;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;ADD	%RBX,%RAX;
0x4d03;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;SAL	$0x2,%RAX;
0x4d07;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	$0x1,%EDX;
0x4d0c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;TEST	%RAX,%RAX;
0x4d0f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;CMOVE	%RDX,%RAX;
0x4d13;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RAX,%RDI;
0x4d16;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;CALL	20e0 <@plt_start@+0xc0>;
0x4d1b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;TEST	%RAX,%RAX;
0x4d1e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;JNE	4d5b <crossover_+0x99a>;
0x4d20;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,%RAX;
0x4d23;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;SAL	$0x4,%RAX;
0x4d27;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;ADD	%RBX,%RAX;
0x4d2a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;SAL	$0x2,%RAX;
0x4d2e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	$0x1,%EDX;
0x4d33;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;TEST	%RAX,%RAX;
0x4d36;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;CMOVE	%RDX,%RAX;
0x4d3a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RAX,%RDX;
0x4d3d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;LEA	0xc406(%RIP),%RAX;
0x4d44;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RAX,%RSI;
0x4d47;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;LEA	0xcb32(%RIP),%RAX;
0x4d4e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RAX,%RDI;
0x4d51;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	$0,%EAX;
0x4d56;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;CALL	21d0 <@plt_start@+0x1b0>;
0x4d5b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xf0(%RBP),%RDX;
0x4d62;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RAX,(%RDX);
0x4d65;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RBX,%RAX;
0x4d68;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;SAL	$0x4,%RAX;
0x4d6c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;ADD	%RBX,%RAX;
0x4d6f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;SAL	$0x2,%RAX;
0x4d73;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RAX,%RSI;
0x4d76;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xd8(%RBP),%RAX;
0x4d7d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	(%RAX),%RDX;
0x4d80;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xf0(%RBP),%RAX;
0x4d87;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	(%RAX),%RAX;
0x4d8a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RDX,%RCX;
0x4d8d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RSI,%RDX;
0x4d90;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RCX,%RSI;
0x4d93;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RAX,%RDI;
0x4d96;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;CALL	2340 <@plt_start@+0x320>;
0x4d9b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;JMP	4dab <crossover_+0x9ea>;
0x4d9d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0xf0(%RBP),%RAX;
0x4da4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOVQ	$0,(%RAX);
0x4dab;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;TEST	%R13D,%R13D;
0x4dae;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;JNE	4dcd <crossover_+0xa0c>;
0x4db0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0x80(%RBP),%RAX;
0x4db4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;TEST	%RAX,%RAX;
0x4db7;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;JE	4dcd <crossover_+0xa0c>;
0x4db9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	-0x80(%RBP),%RAX;
0x4dbd;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;MOV	%RAX,%RDI;
0x4dc0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:322;CALL	2170 <@plt_start@+0x150>;
